馬名,日付,開催,天気,レース名,馬番,人気,着順,騎手,距離,状態,タイム
バジガクサフィオ,2020/02/28,大井,晴,3歳　290万,3,11,9,澤田龍哉,ダ1600,良,1:45.7
バジガクサフィオ,2020/02/07,大井,曇,3歳　280万,11,11,9,小林拓未,ダ1200,良,1:16.4
バジガクサフィオ,2019/12/30,大井,雨,2歳　116万,5,14,9,小林拓未,ダ1400,稍,1:32.0
バジガクサフィオ,2019/12/06,大井,曇,非核平和都市品川宣言,10,10,9,小林拓未,ダ1200,重,1:16.7
バジガクサフィオ,2019/11/15,大井,晴,2歳　特選,9,16,14,濱田達也,ダ1600,良,1:47.6
バジガクサフィオ,2019/10/31,船橋,晴,シーサイドアイドル特,5,7,6,澤田龍哉,ダ1200,重,1:17.0
バジガクサフィオ,2019/10/15,大井,曇,2歳　特選,2,10,6,澤田龍哉,ダ1200,重,1:16.8
バジガクサフィオ,2019/10/01,大井,晴,とき特別競走,4,8,6,澤田龍哉,ダ1200,良,1:17.2
バジガクサフィオ,2019/09/19,大井,晴,2歳　150万,10,10,8,仲原大生,ダ1200,不,1:16.8
バジガクサフィオ,2019/08/27,大井,曇,つばめ特別競走,9,8,6,仲原大生,ダ1200,良,1:18.0
バジガクサフィオ,2019/08/15,大井,曇,特選,1,5,3,澤田龍哉,ダ1200,重,1:17.2
バジガクサフィオ,2019/08/01,大井,晴,フレッシュスター特別,9,9,6,澤田龍哉,ダ1200,良,1:17.6
バジガクサフィオ,2019/06/27,大井,曇,2歳　50万,1,5,5,櫻井光輔,ダ1200,稍,1:17.3
バジガクサフィオ,2019/06/06,大井,晴,2歳　60万,1,6,8,仲原大生,ダ1200,良,1:19.6
バジガクサフィオ,2019/05/20,大井,曇,2歳　新馬(新馬),5,6,1,仲原大生,ダ1000,良,1:04.2
アイアンプラン,2021/03/14,佐賀,曇,C2ー8組,2,7,10,兒島真二,ダ1300,稍,1:27.2
アイアンプラン,2021/02/28,佐賀,晴,C2ー9組,3,6,9,兒島真二,ダ1400,重,1:34.8
アイアンプラン,2021/02/13,佐賀,晴,C2ー8組,9,7,10,兒島真二,ダ1400,良,1:35.7
アイアンプラン,2021/01/12,佐賀,曇,吉祥賞,9,6,1,兒島真二,ダ1300,不,1:25.7
アイアンプラン,2020/12/20,佐賀,曇,C2ー13組,7,9,7,兒島真二,ダ1300,良,1:27.2
アイアンプラン,2020/12/06,佐賀,晴,大雪賞,4,5,12,兒島真二,ダ1300,良,1:26.9
アイアンプラン,2020/11/23,佐賀,晴,はかた地どり杯,8,3,8,兒島真二,ダ1400,重,1:32.7
アイアンプラン,2020/11/08,佐賀,晴,C2ー17組,5,5,2,兒島真二,ダ1300,良,1:24.6
アイアンプラン,2020/10/24,佐賀,晴,C2ー19組,4,6,5,兒島真二,ダ1400,重,1:31.7
アイアンプラン,2020/10/03,佐賀,晴,C2ー23組,3,4,1,兒島真二,ダ1300,良,1:25.0
アイアンプラン,2020/09/26,佐賀,晴,3歳ー8組,4,6,3,兒島真二,ダ1400,不,1:33.5
アイアンプラン,2020/09/08,佐賀,晴,3歳ー10組,9,3,2,竹吉徹,ダ1300,不,1:27.0
アイアンプラン,2020/08/22,佐賀,曇,3歳ー11組,8,2,2,山口勲,ダ1300,良,1:26.7
アイアンプラン,2020/07/04,佐賀,曇,ドリームシリーズ,6,5,3,山下裕貴,ダ900,重,0:55.9
アイアンプラン,2020/06/07,佐賀,晴,3歳ー11組,7,4,9,石川慎将,ダ1300,良,1:29.4
アイアンプラン,2020/05/03,2東京4,晴,3歳未勝利,3,13,16,宮崎北斗,ダ1400,良,1:30.4
シャインヴィグラス,2021/04/29,大井,雨,C1四　五,3,5,3,藤田凌,ダ1200,重,1:12.7
シャインヴィグラス,2021/04/14,大井,雨,C1六　七,14,14,3,西啓太,ダ1200,不,1:14.0
シャインヴィグラス,2021/03/24,大井,晴,C1四　五,2,8,11,西啓太,ダ1200,稍,1:15.6
シャインヴィグラス,2021/03/11,大井,晴,C1四　五,10,7,9,西啓太,ダ1600,稍,1:44.8
シャインヴィグラス,2021/02/18,大井,晴,C1四　五,5,10,13,左海誠二,ダ1600,稍,1:45.5
シャインヴィグラス,2021/02/01,浦和,晴,蝋梅特別,4,6,4,西啓太,ダ1400,重,1:31.1
シャインヴィグラス,2021/01/19,大井,晴,C1六　七,11,9,8,山崎良,ダ1200,良,1:15.1
シャインヴィグラス,2020/12/29,大井,曇,SEGAスターホース,5,8,12,山崎良,ダ1600,良,1:45.7
シャインヴィグラス,2020/11/15,3福島6,晴,3歳以上1勝クラス,3,15,13,柴田善臣,ダ1700,良,1:51.2
シャインヴィグラス,2020/09/16,川崎,曇,セプテンバースター賞,8,6,8,町田直希,ダ1600,稍,1:45.1
シャインヴィグラス,2020/08/01,2新潟3,晴,3歳以上1勝クラス,14,12,15,斎藤新,ダ1800,稍,1:56.1
シャインヴィグラス,2020/06/26,大井,曇,3歳　500万,7,2,4,西啓太,ダ1600,不,1:44.2
シャインヴィグラス,2020/05/21,大井,曇,3歳　350万,9,4,1,西啓太,ダ1600,不,1:42.9
シャインヴィグラス,2020/05/01,大井,晴,3歳　270万,4,7,4,西啓太,ダ1600,稍,1:43.3
シャインヴィグラス,2020/04/06,大井,晴,チューリップ特別競走,8,8,9,西啓太,ダ1800,良,2:00.2
シャインヴィグラス,2020/03/15,大井,晴,3歳　90万円,6,6,1,西啓太,ダ1400,不,1:29.3
シャインヴィグラス,2020/02/24,大井,晴,3歳　85万円,10,6,7,西啓太,ダ1200,良,1:17.2
シャインヴィグラス,2019/09/18,大井,雨,2歳　150万,13,12,9,西啓太,ダ1400,重,1:33.1
シャインヴィグラス,2019/08/14,大井,晴,2歳　75万円,1,4,7,西啓太,ダ1400,重,1:32.3
シャインヴィグラス,2019/07/12,大井,曇,2歳　新馬(新馬),5,4,3,西啓太,ダ1200,重,1:19.4
ナツキ,2020/07/10,名古屋,雨,3歳11組,9,4,5,丸野勝虎,ダ1400,不,1:36.1
ナツキ,2020/06/26,名古屋,晴,3歳11組,4,4,4,丸野勝虎,ダ1400,重,1:34.0
ナツキ,2020/05/16,3京都7,雨,3歳未勝利,14,15,14,城戸義政,芝2000,稍,2:06.0
ナツキ,2020/05/03,3京都4,曇,3歳未勝利,5,11,11,泉谷楓真,芝2000,良,2:04.7
ナツキ,2020/04/18,1福島3,小雨,3歳未勝利,12,12,16,菱田裕二,芝2000,稍,2:06.4
カーテンコール,2021/02/28,2小倉6,曇,4歳以上1勝クラス,8,4,1,西村淳也,ダ1000,重,0:57.7
カーテンコール,2021/01/24,1小倉4,曇,4歳以上1勝クラス,6,1,4,吉田隼人,ダ1000,不,0:59.0
カーテンコール,2020/09/06,2札幌8,晴,3歳未勝利,5,1,1,横山武史,ダ1000,良,0:58.8
カーテンコール,2020/08/29,2札幌5,曇,3歳未勝利,4,2,2,横山武史,ダ1000,良,0:59.9
カーテンコール,2020/08/02,1札幌4,晴,3歳未勝利,7,3,11,西村淳也,芝1200,良,1:09.7
カーテンコール,2020/07/05,4阪神2,晴,3歳未勝利,12,4,3,川須栄彦,芝1200,稍,1:10.3
カーテンコール,2020/06/14,3阪神4,曇,3歳未勝利,8,2,4,川須栄彦,芝1200,重,1:10.5
カーテンコール,2020/05/17,3京都8,曇,3歳未勝利,6,3,3,川須栄彦,芝1200,重,1:09.7
カーテンコール,2020/04/26,3京都2,晴,3歳未勝利,14,4,4,川須栄彦,芝1200,良,1:08.6
カーテンコール,2020/03/01,1阪神2,晴,3歳未勝利,12,1,12,川田将雅,ダ1400,重,1:27.5
カーテンコール,2020/02/01,2京都1,曇,3歳未勝利,7,1,3,川田将雅,ダ1400,稍,1:27.7
カーテンコール,2019/10/14,4東京5,小雨,2歳新馬,18,1,3,三浦皇成,芝1600,良,1:36.0
アンサンブル,2021/03/27,2阪神1,晴,4歳以上1勝クラス,4,8,7,小沢大仁,ダ1800,良,1:55.8
アンサンブル,2021/02/27,1阪神5,晴,4歳以上1勝クラス,8,4,4,松山弘平,ダ1800,良,1:55.4
アンサンブル,2021/01/16,1小倉1,晴,4歳以上1勝クラス,16,10,14,鮫島克駿,芝2000,良,2:01.1
アンサンブル,2020/10/18,4京都4,晴,3歳以上1勝クラス,5,3,8,松山弘平,芝2000,稍,2:03.0
アンサンブル,2020/05/02,3京都3,晴,矢車賞(1勝クラス),1,3,3,和田竜二,芝2200,良,2:13.7
アンサンブル,2019/11/02,5京都1,晴,2歳新馬,6,5,1,和田竜二,芝2000,良,2:03.5
シベール,2021/04/25,2東京2,晴,4歳以上1勝クラス,10,8,9,横山武史,芝1600,良,1:34.0
シベール,2020/09/05,3新潟7,晴,3歳以上1勝クラス,5,2,9,横山典弘,芝1800,良,1:48.7
シベール,2020/05/23,2東京9,晴,カーネーションC(1勝クラス),1,6,6,三浦皇成,芝1800,良,1:46.7
シベール,2020/02/08,1東京3,晴,春菜賞(1勝クラス),11,1,5,Ｍ．デム,芝1400,良,1:22.2
ロードソリッド,2019/10/06,4東京2,曇,2歳新馬,9,3,2,シュタル,芝2000,良,2:05.4
ロードライトニング,2021/04/11,高知,晴,C1ー4,1,4,3,岡村卓弥,ダ1400,重,1:32.1
ロードライトニング,2021/03/31,高知,晴,室戸岬特別,6,2,3,岡村卓弥,ダ1400,重,1:30.5
ロードライトニング,2021/03/17,高知,晴,C1ー5,6,3,1,岡村卓弥,ダ1400,重,1:32.6
ロードライトニング,2021/02/21,高知,晴,残寒特別,9,1,2,岡村卓弥,ダ1400,重,1:33.1
ロードライトニング,2021/02/07,高知,晴,C2ー5,4,2,1,岡村卓弥,ダ1400,稍,1:33.5
ロードライトニング,2021/01/24,高知,曇,片桐いつき誕生日特別,7,2,3,岡村卓弥,ダ1400,不,1:30.7
ロードライトニング,2020/12/31,大井,晴,大晦日は楽天競馬で遊,7,9,8,西啓太,ダ1400,良,1:28.8
ロードライトニング,2020/12/11,大井,曇,#ビビアンの品川旅行,1,2,6,本田正重,ダ1600,良,1:43.5
ロードライトニング,2020/11/20,大井,曇,ガッチリポイント貯ま,11,2,14,本田正重,ダ1800,良,1:58.7
ロードライトニング,2020/11/06,大井,曇,C1一　二三,1,3,2,本田正重,ダ1600,良,1:42.3
ロードライトニング,2020/10/09,大井,雨,杉並区賞,10,3,5,本田正重,ダ1600,不,1:42.5
ロードライトニング,2020/08/29,2小倉5,晴,3歳未勝利,4,1,9,川田将雅,芝1800,良,1:48.0
ロードライトニング,2020/08/02,2新潟4,晴,3歳未勝利,9,4,2,三浦皇成,芝1800,良,1:46.9
ロードライトニング,2020/07/26,2新潟2,曇,3歳未勝利,6,4,2,三浦皇成,芝1600,良,1:34.3
ロードライトニング,2020/05/24,3京都10,晴,3歳未勝利,5,3,9,坂井瑠星,芝2000,良,2:03.2
ロードライトニング,2020/04/26,1福島6,曇,3歳未勝利,10,6,2,西村淳也,芝2000,良,2:01.6
ロードライトニング,2020/03/29,2阪神2,晴,3歳未勝利,12,14,5,西村淳也,芝1800,稍,1:49.4
ロードライトニング,2019/10/27,3新潟6,曇,2歳新馬,4,2,11,津村明秀,芝1400,稍,1:24.8
ロードグリュック,2021/04/25,2阪神10,晴,4歳以上1勝クラス,7,4,7,小沢大仁,ダ1800,良,1:55.1
ロードグリュック,2021/03/14,1阪神10,晴,4歳以上1勝クラス,3,3,4,和田竜二,ダ1800,稍,1:54.0
ロードグリュック,2021/02/20,1阪神3,晴,4歳以上1勝クラス,3,5,5,松山弘平,ダ1800,良,1:56.3
ロードグリュック,2020/11/28,5阪神8,晴,3歳以上1勝クラス,1,3,5,川須栄彦,ダ1800,良,1:55.3
ロードグリュック,2020/11/01,4京都8,晴,3歳以上1勝クラス,4,10,5,川須栄彦,ダ1800,良,1:52.8
ロードグリュック,2020/10/18,4京都4,曇,3歳以上1勝クラス,4,7,9,川須栄彦,ダ1800,不,1:51.2
ロードグリュック,2020/05/02,3京都3,晴,3歳1勝クラス,1,7,9,川須栄彦,ダ1800,良,1:54.1
ロードグリュック,2020/04/11,2阪神5,晴,3歳1勝クラス,4,6,3,松山弘平,ダ1800,良,1:53.4
ロードグリュック,2020/03/22,1阪神9,晴,3歳1勝クラス,7,4,3,松山弘平,ダ1800,良,1:55.6
ロードグリュック,2020/03/08,1阪神4,曇,3歳1勝クラス,3,7,5,幸英明,ダ1800,重,1:52.1
ロードグリュック,2020/01/05,1京都1,曇,3歳未勝利,6,2,1,川須栄彦,ダ1800,稍,1:55.4
ロードグリュック,2019/12/15,5阪神6,晴,2歳未勝利,5,1,3,スミヨン,ダ1800,良,1:55.9
ロードグリュック,2019/11/24,5京都8,晴,2歳未勝利,5,1,3,川須栄彦,ダ1800,良,1:54.8
ロードグリュック,2019/09/22,4阪神7,曇,2歳未勝利,8,1,3,川須栄彦,ダ1800,良,1:56.4
ロードグリュック,2019/09/07,4阪神1,晴,2歳未勝利,2,10,2,川須栄彦,ダ1800,良,1:55.4
ロードグリュック,2019/08/10,2小倉5,晴,2歳未勝利,15,13,12,川須栄彦,芝1800,良,1:50.4
ロードアルビオン,2021/04/14,園田,曇,C2一,8,6,6,鴨宮祥行,ダ1400,重,1:35.5
ロードアルビオン,2021/03/25,姫路,曇,C2二,2,7,4,鴨宮祥行,ダ1400,稍,1:33.6
ロードアルビオン,2021/03/03,姫路,晴,C2二,5,5,8,鴨宮祥行,ダ1400,重,1:34.4
ロードアルビオン,2020/06/20,1函館3,晴,3歳未勝利,8,8,8,吉田隼人,芝2000,良,2:02.8
ロードアルビオン,2019/08/11,2新潟6,晴,2歳新馬,10,4,6,戸崎圭太,芝1600,良,1:37.7
ネオアマゾネス,2021/04/18,金沢,曇,れんげ草特別,6,1,1,栗原大河,ダ1400,重,1:28.1
ネオアマゾネス,2021/03/07,高知,曇,徳島県阿波尾鶏特別,3,1,1,佐原秀泰,ダ1400,不,1:28.8
ネオアマゾネス,2021/02/23,高知,晴,シラウメ特別,6,3,1,佐原秀泰,ダ1400,稍,1:30.5
ネオアマゾネス,2021/01/26,高知,雨,C3ー6,8,1,1,佐原秀泰,ダ1300,不,1:22.9
ネオアマゾネス,2021/01/19,高知,晴,バイカオウレン特別,6,5,6,佐原秀泰,ダ1400,稍,1:34.7
ネオアマゾネス,2020/12/31,高知,晴,C3ー14,11,2,1,佐原秀泰,ダ1300,重,1:24.8
ネオアマゾネス,2020/12/19,高知,晴,C3ー14,3,3,5,岡村卓弥,ダ1400,良,1:34.6
ネオアマゾネス,2020/12/05,高知,晴,C3ー15,2,2,3,楢崎功祐,ダ1300,稍,1:26.6
ネオアマゾネス,2020/11/08,高知,曇,第2回重太郎特別,6,3,3,楢崎功祐,ダ1300,不,1:23.5
ネオアマゾネス,2020/10/24,高知,晴,C3ー16,10,1,4,木村直輝,ダ1400,不,1:31.7
ネオアマゾネス,2020/10/11,高知,晴,C3ー23,6,1,1,木村直輝,ダ1300,不,1:25.5
ネオアマゾネス,2020/09/21,高知,晴,3歳ー5,8,4,1,木村直輝,ダ1400,重,1:33.2
ネオアマゾネス,2020/08/23,3新潟4,晴,3歳未勝利,11,11,14,菅原明良,芝2000,良,2:04.3
ネオアマゾネス,2020/07/11,2福島3,曇,3歳未勝利,7,2,15,横山典弘,ダ1700,重,1:53.2
ネオアマゾネス,2019/11/24,5東京8,晴,2歳新馬,6,8,6,岩田康誠,芝1800,不,1:52.0
コンウィ,2021/04/26,大井,晴,C1九　十,12,10,9,張田昂,ダ1600,良,1:44.3
コンウィ,2021/04/12,大井,晴,C1　C2,11,10,5,張田昂,ダ1600,良,1:43.6
コンウィ,2021/03/22,大井,曇,C1九　十,7,5,8,御神本訓,ダ1600,重,1:45.5
コンウィ,2021/03/10,大井,晴,C1　C2,10,9,10,張田昂,ダ1400,稍,1:29.7
コンウィ,2020/10/29,門別,晴,道産小麦に麦チェン!,5,6,3,山本咲希,ダ1700,不,1:47.6
コンウィ,2020/10/15,門別,曇,美唄産「峰ななつぼし,3,2,7,松井伸也,ダ1600,重,1:45.3
コンウィ,2020/10/01,門別,曇,ホントのイケメン牧全,10,3,2,落合玄太,ダ1700,稍,1:51.0
コンウィ,2020/09/17,門別,曇,クレオメ特別,8,2,2,落合玄太,ダ1600,重,1:43.9
コンウィ,2020/09/03,門別,曇,サッポロ麦とホップ特,7,2,3,桑村真明,ダ1700,稍,1:51.4
コンウィ,2020/08/13,門別,晴,本日楽天競馬で10%,10,5,3,落合玄太,ダ1700,良,1:50.7
コンウィ,2020/07/30,門別,晴,優駿の里安平町アサヒ,1,1,3,落合玄太,ダ1200,良,1:16.6
コンウィ,2020/06/21,1函館4,晴,3歳未勝利,16,6,9,岩田康誠,芝1200,良,1:10.3
コンウィ,2020/05/17,3京都8,曇,3歳未勝利,12,5,11,藤懸貴志,ダ1200,不,1:13.4
コンウィ,2020/03/28,2阪神1,曇,3歳未勝利,2,4,9,幸英明,ダ1200,不,1:12.3
コンウィ,2020/03/08,1阪神4,小雨,3歳未勝利,6,6,5,幸英明,ダ1200,重,1:12.6
コンウィ,2020/02/08,2京都3,晴,3歳未勝利,3,4,9,幸英明,ダ1400,良,1:27.5
コンウィ,2019/12/28,5阪神9,晴,2歳未勝利,13,1,6,鮫島克駿,ダ1400,稍,1:27.4
コンウィ,2019/12/07,5阪神3,曇,2歳未勝利,3,4,2,幸英明,ダ1400,良,1:26.0
コンウィ,2019/11/17,5京都6,晴,2歳未勝利,6,7,7,幸英明,芝1600,良,1:36.8
コンウィ,2019/11/03,5京都2,曇,2歳新馬,3,4,4,岩田康誠,芝1400,良,1:23.8
ロードセッション,2021/04/17,2阪神7,雨,4歳以上2勝クラス,2,8,7,和田竜二,ダ2000,不,2:05.2
ロードセッション,2021/01/30,1東京1,晴,4歳以上2勝クラス,4,5,7,三浦皇成,ダ2100,重,2:11.1
ロードセッション,2020/11/23,5阪神7,晴,3歳以上1勝クラス,4,7,1,和田竜二,ダ2000,良,2:08.4
ロードセッション,2020/09/05,2小倉7,曇,3歳以上1勝クラス,9,9,10,鮫島克駿,芝2600,良,2:43.4
ロードセッション,2020/05/16,1新潟3,雨,わらび賞(1勝クラス),3,7,7,荻野極,ダ1800,稍,1:55.2
ロードセッション,2020/03/20,1阪神7,晴,3歳未勝利,2,1,1,和田竜二,ダ1800,良,1:55.8
ロードセッション,2020/02/29,1阪神1,曇,3歳未勝利,3,5,3,和田竜二,ダ1800,稍,1:55.9
ロードセッション,2020/01/12,1京都4,曇,3歳新馬,8,8,14,武豊,芝2000,良,2:08.6
ロードシャムロック,2021/04/11,2阪神6,晴,4歳以上2勝クラス,8,1,1,川田将雅,芝1600,良,1:32.2
ロードシャムロック,2020/08/09,2新潟6,曇,3歳未勝利,2,1,8,川田将雅,ダ1800,不,1:55.0
ロードシャムロック,2020/05/09,3京都5,曇,3歳未勝利,3,1,2,川田将雅,芝1800,良,1:47.2
ロードシャムロック,2020/04/26,3京都2,晴,3歳未勝利,7,2,2,川田将雅,芝1800,良,1:48.6
ロードシャムロック,2020/03/29,2阪神2,晴,3歳未勝利,7,3,2,坂井瑠星,芝1800,稍,1:48.8
ロードシャムロック,2019/11/10,5京都4,晴,2歳新馬,4,2,7,川田将雅,芝1800,良,1:51.0
ロードフェローズ,2021/04/07,船橋,晴,チョウジザクラ220,5,3,5,御神本訓,ダ2200,稍,2:25.1
ロードフェローズ,2021/03/19,船橋,晴,ミュージック賞,11,4,4,御神本訓,ダ1600,良,1:43.4
ロードフェローズ,2021/01/29,川崎,晴,アークトゥルス賞,8,3,6,御神本訓,ダ2000,重,2:15.4
ロードフェローズ,2020/11/15,3福島6,晴,3歳以上1勝クラス,2,4,14,藤岡康太,ダ2400,良,2:41.5
ロードフェローズ,2020/11/01,3福島2,曇,磐梯山特別(1勝クラス),8,4,8,斎藤新,芝2600,良,2:41.7
ロードフェローズ,2020/09/06,2札幌8,晴,3歳未勝利,4,3,8,藤岡佑介,芝2000,良,2:02.9
ロードフェローズ,2020/08/30,2札幌6,雨,3歳未勝利,12,2,2,藤岡佑介,芝2000,重,2:05.8
ロードフェローズ,2020/08/23,2札幌4,晴,3歳未勝利,1,5,3,団野大成,芝2600,良,2:44.1
ロードフェローズ,2020/06/14,3阪神4,晴,3歳未勝利,17,2,4,川田将雅,芝2600,稍,2:44.3
ロードフェローズ,2020/05/16,3京都7,雨,3歳未勝利,9,3,5,秋山真一,芝2200,稍,2:19.2
ロードフェローズ,2020/04/18,2阪神7,雨,3歳未勝利,3,9,2,秋山真一,芝2200,重,2:16.9
ロードフェローズ,2020/03/21,1阪神8,晴,3歳未勝利,9,6,7,藤岡佑介,芝1600,良,1:35.6
ロードフェローズ,2020/01/11,1京都3,晴,3歳未勝利,10,12,10,秋山真一,芝2200,良,2:19.5
ティナ,2019/10/21,4東京4,曇,2歳未勝利,6,11,14,木幡育也,芝1600,良,1:40.5
ティナ,2019/07/07,2福島4,曇,2歳新馬,13,6,8,藤田菜七,芝1200,稍,1:13.3
トルネードフラッグ,2020/01/25,1京都8,晴,3歳新馬,1,3,5,岩田望来,ダ1800,重,1:55.0
ロードインファイト,2020/11/04,門別,曇,3歳以上C4ー2,9,2,1,石川倭,ダ1700,重,1:49.0
ロードインファイト,2020/10/13,門別,曇,3歳以上C4ー5,4,1,1,桑村真明,ダ1500,重,1:37.0
ロードインファイト,2020/09/29,門別,晴,3歳以上C4ー6,2,2,2,桑村真明,ダ1500,良,1:37.8
ロードインファイト,2020/06/20,3阪神5,晴,3歳未勝利,17,10,16,藤井勘一,芝1400,稍,1:23.9
ロードインファイト,2019/12/21,5阪神7,曇,2歳新馬,3,11,7,藤岡佑介,芝1800,良,1:49.9
メリディアン,2021/02/13,1阪神1,晴,4歳以上1勝クラス,8,14,8,松若風馬,ダ1400,良,1:26.3
メリディアン,2020/09/29,門別,晴,さざんか特別,3,1,1,阿部龍,ダ1700,良,1:50.0
メリディアン,2020/09/15,門別,曇,江差追分全国大会特別,11,4,3,服部茂史,ダ1700,重,1:49.7
メリディアン,2020/09/02,門別,曇,カサブランカ特別,4,1,1,石川倭,ダ1500,稍,1:35.9
メリディアン,2020/08/18,門別,曇,北海道日高乳業ヨーグ,3,2,2,阿部龍,ダ1700,稍,1:50.7
メリディアン,2020/06/28,3阪神8,曇,3歳未勝利,17,11,15,小崎綾也,芝1600,稍,1:37.3
メリディアン,2020/02/23,2京都8,晴,3歳未勝利,5,6,13,荻野琢真,芝1800,稍,1:54.2
メリディアン,2020/02/08,2京都3,晴,3歳未勝利,6,6,5,フォーリ,芝1800,良,1:49.0
ロードオマージュ,2021/04/11,1新潟2,晴,石打特別(1勝クラス),8,9,13,菱田裕二,芝2000,良,2:03.4
ロードオマージュ,2020/11/07,3福島3,曇,3歳以上1勝クラス,9,4,12,石川裕紀,芝2000,良,2:02.2
ロードオマージュ,2020/04/11,1福島1,晴,ひめさゆり賞(1勝クラス),6,2,8,石川裕紀,芝2000,良,2:01.9
ロードオマージュ,2019/11/24,5東京8,晴,2歳未勝利,5,1,2,ムーア,芝2000,不,2:05.5
ロードオマージュ,2019/11/02,5東京1,晴,2歳未勝利,11,3,2,三浦皇成,芝2000,良,2:00.8
ロードオマージュ,2019/10/06,3新潟2,曇,2歳未勝利,5,3,3,菅原明良,芝2000,稍,2:02.8
ロードオマージュ,2019/07/21,2福島8,曇,2歳未勝利,1,3,3,三浦皇成,芝1800,稍,1:53.4
ロードオマージュ,2019/06/22,3東京7,雨,2歳新馬,16,3,6,三浦皇成,芝1800,良,1:51.2
キュートルーラー,2021/04/25,佐賀,晴,ほとめきナイター賞,7,1,2,山口勲,ダ1300,良,1:26.2
キュートルーラー,2021/04/11,佐賀,晴,C2ー6組,9,4,1,兒島真二,ダ1300,良,1:25.4
キュートルーラー,2021/03/28,佐賀,曇,C2ー8組,7,3,2,山口勲,ダ1300,不,1:23.6
キュートルーラー,2021/03/14,佐賀,曇,SAGAジョッキーズ,5,3,7,鮫島克也,ダ1300,稍,1:25.1
キュートルーラー,2021/02/28,佐賀,晴,C2ー8組,4,5,5,山口勲,ダ1400,重,1:31.7
キュートルーラー,2021/02/11,佐賀,曇,初花月賞,7,2,2,山口勲,ダ1400,良,1:32.2
キュートルーラー,2021/01/26,佐賀,雨,C2ー11組,7,2,2,山口勲,ダ1400,不,1:31.2
キュートルーラー,2021/01/11,佐賀,曇,C2ー14組,9,3,3,山口勲,ダ1300,不,1:26.0
キュートルーラー,2020/12/20,佐賀,曇,今日は馬型イルミネー,1,2,5,山口勲,ダ1300,良,1:25.7
キュートルーラー,2020/12/06,佐賀,晴,大雪賞,12,2,4,山口勲,ダ1300,良,1:25.1
キュートルーラー,2020/11/23,佐賀,晴,ほとめきナイター最終,7,2,3,山口勲,ダ1400,重,1:32.8
キュートルーラー,2020/11/07,佐賀,曇,C2ー24組,4,1,1,山口勲,ダ1400,良,1:30.6
キュートルーラー,2020/10/17,佐賀,晴,C2ー33組,5,3,2,兒島真二,ダ1300,重,1:24.5
キュートルーラー,2020/08/30,2小倉6,晴,3歳未勝利,4,16,11,川須栄彦,芝2000,良,2:02.3
キュートルーラー,2020/06/20,3阪神5,晴,3歳未勝利,5,9,10,石橋脩,芝1800,稍,1:49.4
キュートルーラー,2020/05/24,3京都10,晴,3歳未勝利,2,12,6,坂井瑠星,芝1800,良,1:48.9
キュートルーラー,2020/04/25,3京都1,晴,3歳未勝利,11,15,7,岩田康誠,芝1600,良,1:35.3
キュートルーラー,2020/02/15,1小倉9,曇,3歳未勝利,6,11,12,横山武史,芝1200,良,1:11.1
キュートルーラー,2019/10/19,4京都6,曇,2歳新馬,7,17,8,坂井瑠星,芝1600,重,1:38.6
ポートメイリオン,2021/04/27,金沢,晴,楽天競馬でラクラク投,4,3,8,栗原大河,ダ1500,良,1:40.7
ポートメイリオン,2021/04/06,金沢,晴,カタクリ賞,6,1,1,栗原大河,ダ1500,稍,1:39.6
ポートメイリオン,2021/03/16,金沢,雨,C22,7,1,1,栗原大河,ダ1500,重,1:37.4
ポートメイリオン,2020/12/22,金沢,曇,C25,1,2,5,栗原大河,ダ1500,不,1:39.9
ポートメイリオン,2020/12/15,金沢,曇,C27,8,1,2,栗原大河,ダ1500,不,1:39.5
ポートメイリオン,2020/12/01,金沢,晴,C216,8,2,2,栗原大河,ダ1500,不,1:38.5
ポートメイリオン,2020/10/29,門別,晴,3歳以上C4ー3,6,5,5,桑村真明,ダ1600,不,1:43.6
ポートメイリオン,2020/10/14,門別,曇,3歳以上C4ー4,8,7,11,服部茂史,ダ1200,重,1:17.3
ポートメイリオン,2020/09/30,門別,晴,3歳以上C4ー4,9,2,9,石川倭,ダ1000,良,1:03.7
ポートメイリオン,2020/08/29,2札幌5,曇,3歳未勝利,5,10,8,坂井瑠星,ダ1000,良,1:01.6
ポートメイリオン,2020/08/02,1札幌4,晴,3歳未勝利,16,16,15,石川裕紀,芝1200,良,1:11.3
ポートメイリオン,2020/05/24,1新潟6,晴,3歳未勝利,4,12,15,団野大成,芝1200,良,1:11.2
ポートメイリオン,2020/05/02,1福島7,晴,3歳未勝利,4,9,4,団野大成,芝1200,良,1:10.4
ポートメイリオン,2020/04/26,1福島6,晴,3歳未勝利,10,5,6,菅原明良,芝1200,良,1:11.3
ポートメイリオン,2020/02/02,1小倉6,晴,3歳未勝利,5,5,8,丹内祐次,芝1200,稍,1:12.4
ポートメイリオン,2020/01/19,1小倉2,曇,3歳未勝利,11,9,6,斎藤新,芝1200,重,1:11.1
ポートメイリオン,2019/11/16,5東京5,晴,2歳新馬,2,10,7,三浦皇成,芝1600,良,1:34.8
ヴィオリーナ,2021/03/28,2阪神2,雨,四国新聞杯(2勝クラス),6,2,6,岩田望来,芝2000,稍,2:02.5
ヴィオリーナ,2021/02/21,2小倉4,晴,4歳以上1勝クラス,10,3,1,吉田隼人,芝1800,良,1:47.3
