馬名,日付,開催,天気,レース名,馬番,人気,着順,騎手,距離,状態,タイム
クインズベンチ,2021/01/19,大井,晴,C3五　六,9,13,14,吉井章,ダ1600,良,1:46.6
クインズベンチ,2020/09/10,大井,曇,C2八　C3一,4,6,9,今野忠成,ダ1600,稍,1:45.8
クインズベンチ,2020/08/19,大井,晴,C3一　二三,5,5,11,吉井章,ダ1400,良,1:29.6
クインズベンチ,2020/07/30,大井,曇,C3五　六,11,4,1,吉井章,ダ1600,稍,1:46.0
クインズベンチ,2020/07/09,大井,曇,C3三　四,7,7,9,吉井章,ダ1600,重,1:46.4
クインズベンチ,2020/06/26,大井,曇,C3一　二三,11,3,2,今野忠成,ダ1400,不,1:30.2
クインズベンチ,2020/06/02,大井,晴,C3三　四,9,4,3,吉井章,ダ1600,良,1:44.4
クインズベンチ,2020/05/20,大井,曇,C3三　四,2,5,6,今野忠成,ダ1600,不,1:46.5
クインズベンチ,2020/05/02,大井,晴,C3一　二三,10,12,8,吉井章,ダ1400,良,1:29.7
クインズベンチ,2020/04/08,大井,晴,C3三　四,3,12,12,吉井章,ダ1600,良,1:46.0
クインズベンチ,2019/12/26,大井,曇,C2七　八九,14,9,7,吉井章,ダ1600,重,1:46.8
クインズベンチ,2019/12/03,大井,晴,C2九　十11,4,7,8,吉井章,ダ1600,不,1:45.4
クインズベンチ,2019/11/11,大井,雨,C2七　八九,5,7,9,吉井章,ダ1600,稍,1:45.5
クインズベンチ,2019/10/15,大井,曇,C2十　11,4,5,5,吉井章,ダ1600,重,1:45.7
クインズベンチ,2019/09/30,大井,晴,C2七　八九,5,5,4,吉井章,ダ1600,良,1:45.1
クインズベンチ,2019/09/16,大井,曇,C2七　八九,3,6,12,吉井章,ダ1600,不,1:47.0
クインズベンチ,2019/08/25,大井,晴,C2七　八,10,6,6,吉井章,ダ1600,良,1:45.7
クインズベンチ,2019/08/16,大井,曇,C3一　二三,5,2,2,吉井章,ダ1600,不,1:45.5
クインズベンチ,2019/07/31,大井,晴,ネオ屋台村アメリカン,8,8,3,吉井章,ダ1600,稍,1:43.3
クインズベンチ,2019/07/10,大井,晴,投票コンシェルジュ賞,7,15,3,吉井章,ダ1600,稍,1:44.9
クインズベンチ,2019/06/27,大井,曇,C2七　八,4,12,11,吉井章,ダ1600,稍,1:46.8
クインズベンチ,2019/06/05,大井,曇,C2七　八九,4,13,12,小林拓未,ダ1400,良,1:33.1
クインズベンチ,2019/05/23,大井,晴,C2八　九十,15,16,16,山本聡紀,ダ1600,稍,1:46.7
クインズベンチ,2019/04/24,大井,曇,C2六　七八,9,16,13,山本聡紀,ダ1600,良,1:46.5
クインズベンチ,2019/04/12,大井,曇,C2十　1112,2,14,11,山本聡紀,ダ1400,重,1:32.1
クインズベンチ,2019/03/21,大井,曇,C2十　11,12,16,11,山本聡紀,ダ1200,良,1:17.6
クインズベンチ,2019/03/07,大井,曇,C2十　11,12,13,11,山本聡紀,ダ1200,不,1:17.2
クインズベンチ,2019/02/07,大井,晴,C2十　1112,5,15,11,山本聡紀,ダ1200,重,1:18.0
クインズベンチ,2019/01/23,大井,晴,C2九　十11,12,13,14,山本聡紀,ダ1200,良,1:18.8
クインズベンチ,2018/12/30,大井,晴,C211　12,16,14,14,和田譲治,ダ1200,良,1:18.7
クインズベンチ,2018/09/25,浦和,曇,3歳三,8,2,8,笠野雄大,ダ1400,稍,1:33.0
クインズベンチ,2018/09/06,浦和,晴,特選,4,3,6,笠野雄大,ダ1400,稍,1:32.9
クインズベンチ,2018/08/06,浦和,曇,3歳二,10,4,2,笠野雄大,ダ1400,良,1:31.3
クインズベンチ,2018/07/16,浦和,晴,3歳二,11,1,7,笠野雄大,ダ1400,良,1:32.6
クインズベンチ,2018/06/28,浦和,曇,3歳四,4,4,1,笠野雄大,ダ1400,稍,1:31.3
クインズベンチ,2018/05/30,浦和,曇,3歳四,7,9,4,和田譲治,ダ1400,良,1:33.1
クインズベンチ,2018/04/26,浦和,晴,3歳五,7,9,6,庄司大輔,ダ1400,重,1:35.0
クインズベンチ,2018/03/22,浦和,曇,3歳六,5,9,8,山本聡紀,ダ1400,重,1:35.5
クインズベンチ,2017/12/20,浦和,晴,2歳四,8,6,10,秋元耕成,ダ1400,稍,1:36.0
クインズベンチ,2017/11/24,浦和,晴,ドリームチャレンジ,3,5,2,矢野貴之,ダ800,不,0:50.5
マイネルアングリフ,2018/11/28,名古屋,晴,C19組,3,9,8,山田祥雄,ダ1400,良,1:34.7
マイネルアングリフ,2018/11/01,名古屋,晴,3歳12組,7,6,9,村上弘樹,ダ1400,良,1:34.2
マイネルアングリフ,2018/10/11,名古屋,曇,3歳10組,8,7,6,山田祥雄,ダ1400,稍,1:33.0
マイネルアングリフ,2018/09/27,名古屋,雨,3歳10組,8,2,6,山田祥雄,ダ1400,不,1:35.1
マイネルアングリフ,2018/08/30,名古屋,晴,3歳8組,2,4,3,山田祥雄,ダ1400,良,1:32.0
マイネルアングリフ,2018/08/09,名古屋,晴,3歳7組,5,5,3,丹羽克輝,ダ1400,良,1:33.8
マイネルアングリフ,2018/07/19,名古屋,晴,3歳8組,6,8,3,山田祥雄,ダ1400,良,1:31.4
マイネルアングリフ,2018/07/05,名古屋,雨,祝葵さん10日誕生日,3,6,7,山田祥雄,ダ1400,重,1:32.7
マイネルアングリフ,2018/05/24,名古屋,晴,3歳7組,1,5,4,山田祥雄,ダ1400,重,1:34.0
マイネルアングリフ,2018/05/03,名古屋,晴,3歳5組,3,5,5,山田祥雄,ダ1400,不,1:35.0
マイネルアングリフ,2018/04/20,名古屋,晴,3歳5組,3,3,3,山田祥雄,ダ1400,重,1:33.3
マイネルアングリフ,2018/04/13,名古屋,晴,3歳8組,4,2,3,村上弘樹,ダ800,良,0:52.0
マイネルアングリフ,2018/03/29,名古屋,晴,3歳6組,9,3,3,山田祥雄,ダ1400,良,1:32.7
マイネルアングリフ,2018/03/16,名古屋,雨,3歳6組,7,3,4,山田祥雄,ダ800,重,0:52.1
マイネルアングリフ,2018/01/30,川崎,晴,ジャニュアリーフラワ,5,9,8,丹内祐次,ダ1500,稍,1:40.3
アバロン,2019/04/17,名古屋,雨,C14組,8,3,7,横井将人,ダ1400,稍,1:36.2
アバロン,2019/04/10,名古屋,雨,C14組,6,5,6,横井将人,ダ1400,不,1:35.7
アバロン,2019/03/29,名古屋,晴,C5組,4,5,6,横井将人,ダ1400,良,1:34.2
アバロン,2019/02/20,船橋,晴,C3三　四,12,11,10,今野忠成,ダ1200,稍,1:18.1
アバロン,2019/01/17,船橋,晴,C3二　三,3,4,9,今野忠成,ダ1200,良,1:18.4
アバロン,2018/12/21,川崎,晴,3歳6,2,1,1,今野忠成,ダ1400,稍,1:33.9
アバロン,2018/12/14,船橋,晴,3歳五,2,3,6,今野忠成,ダ1200,重,1:19.2
アバロン,2017/11/07,門別,晴,2歳未勝利(未勝利),2,2,1,桑村真明,ダ1000,稍,1:02.5
アバロン,2017/11/01,門別,雨,2歳未勝利(未勝利),7,4,2,桑村真明,ダ1000,不,1:01.5
アバロン,2017/10/03,門別,曇,2歳未勝利(未勝利),6,1,3,桑村真明,ダ1000,稍,1:04.8
アバロン,2017/09/14,門別,曇,2歳新馬(新馬),8,2,5,桑村真明,ダ1000,重,1:03.3
ネップウクノイチ,2019/06/28,大井,曇,C2九　十11,12,5,2,早田秀治,ダ1200,稍,1:15.7
ネップウクノイチ,2019/06/07,大井,雨,C3一　二,8,10,2,早田秀治,ダ1200,重,1:15.9
ネップウクノイチ,2019/05/24,大井,晴,C3一　二,12,11,14,早田秀治,ダ1200,稍,1:16.6
ネップウクノイチ,2019/05/07,船橋,曇,C3　選抜牝馬,9,4,9,仲原大生,ダ1200,稍,1:19.0
ネップウクノイチ,2019/04/24,大井,曇,C3三　四,4,11,3,早田秀治,ダ1200,良,1:15.7
ネップウクノイチ,2019/04/11,大井,曇,C3三　四,7,9,15,早田秀治,ダ1200,重,1:18.1
ネップウクノイチ,2019/03/20,大井,晴,C3五　六,9,8,4,早田秀治,ダ1200,良,1:16.4
ネップウクノイチ,2019/03/06,大井,曇,C3五　六,6,6,12,早田秀治,ダ1200,不,1:17.1
ネップウクノイチ,2019/02/22,船橋,曇,C3　選抜馬,1,6,2,山崎良,ダ1000,稍,1:03.1
ネップウクノイチ,2018/12/05,大井,曇,3歳　150万,1,5,7,山崎良,ダ1200,良,1:17.4
ネップウクノイチ,2018/11/12,大井,曇,3歳　115万,13,4,3,山崎良,ダ1200,重,1:16.6
ネップウクノイチ,2018/10/29,大井,晴,目黒区記念,11,3,3,山崎良,ダ1600,稍,1:47.6
ネップウクノイチ,2018/10/10,大井,晴,3歳　130万,4,10,5,山崎良,ダ1400,良,1:32.2
ネップウクノイチ,2017/10/05,大井,曇,ひたちなかの海の恵み,1,2,3,的場文男,ダ1200,良,1:18.3
ネップウクノイチ,2017/09/15,大井,曇,2歳　新馬(新馬),6,6,7,的場文男,ダ1200,良,1:17.8
ホクトタキオン,2019/11/06,浦和,晴,C2八　九,4,12,12,秋元耕成,ダ1500,稍,1:39.8
ホクトタキオン,2019/10/09,浦和,晴,秩父龍勢賞,3,12,11,秋元耕成,ダ1500,稍,1:40.2
ホクトタキオン,2019/09/11,浦和,曇,世界へ響け四尺玉!鴻,4,10,10,秋元耕成,ダ1400,良,1:32.2
ホクトタキオン,2019/08/16,浦和,曇,あま?いくきくきくき,12,11,9,保園翔也,ダ1400,良,1:31.5
ホクトタキオン,2019/08/10,船橋,晴,千葉の海ウマみフェス,3,12,6,福原杏,ダ1500,良,1:39.7
ホクトタキオン,2019/07/25,浦和,曇,愛知のお肉を食べよう,11,10,10,岡部誠,ダ1500,良,1:40.1
ホクトタキオン,2019/07/01,浦和,雨,特選,3,11,9,秋元耕成,ダ1400,重,1:33.3
ホクトタキオン,2019/06/11,川崎,曇,夏椿特別,9,14,13,福原杏,ダ1500,重,1:42.0
ホクトタキオン,2019/05/27,浦和,晴,C2三　四,1,9,9,福原杏,ダ1500,良,1:38.5
ホクトタキオン,2019/04/30,浦和,雨,C2三　四,9,10,9,福原杏,ダ1500,不,1:40.5
ホクトタキオン,2019/04/16,船橋,晴,C2四　五,12,12,9,和田譲治,ダ1500,稍,1:40.6
ホクトタキオン,2019/03/25,浦和,晴,馬産地北海道うまいも,4,12,12,見越彬央,ダ1400,良,1:32.2
ホクトタキオン,2019/02/15,浦和,曇,柚子と流鏑馬の毛呂山,4,11,10,高松亮,ダ1400,良,1:32.4
ホクトタキオン,2019/01/11,浦和,晴,水仙特別,8,10,8,和田譲治,ダ1400,良,1:32.7
ホクトタキオン,2018/12/29,大井,晴,藤田ニコルさんがTC,6,15,15,和田譲治,ダ1600,良,1:47.9
ホクトタキオン,2018/09/06,浦和,晴,特選,8,6,9,笹川翼,ダ1500,稍,1:43.4
ホクトタキオン,2018/08/06,浦和,晴,特選,9,7,8,笹川翼,ダ1500,良,1:40.5
ホクトタキオン,2018/07/16,浦和,晴,3歳二,1,7,1,笹川翼,ダ1400,良,1:31.7
ホクトタキオン,2018/07/02,川崎,晴,3歳3　イ,10,11,11,岡部誠,ダ1500,良,1:41.0
ホクトタキオン,2018/06/11,川崎,雨,3歳3,8,10,8,瀧川寿希,ダ1500,不,1:41.6
ホクトタキオン,2018/05/28,浦和,曇,若駒特別,4,9,8,笹川翼,ダ1600,良,1:47.2
ホクトタキオン,2018/05/09,大井,曇,3歳　260万,12,12,13,笹川翼,ダ1600,不,1:48.1
ホクトタキオン,2018/04/23,浦和,曇,3歳二,10,12,8,笹川翼,ダ1400,稍,1:32.1
ホクトタキオン,2018/03/19,浦和,曇,3歳二,10,10,9,笹川翼,ダ1400,稍,1:32.9
ホクトタキオン,2018/02/26,川崎,晴,仁部武士さいたまYE,5,12,12,笹川翼,ダ1400,良,1:35.9
ホクトタキオン,2018/02/13,浦和,晴,ツインサドル特別,1,8,9,瀧川寿希,ダ1400,稍,1:34.3
ホクトタキオン,2017/10/16,浦和,雨,新鋭特別,5,7,8,笹川翼,ダ1500,不,1:41.3
ホクトタキオン,2017/09/26,船橋,晴,トーシンブリザード・,6,6,5,笹川翼,ダ1600,稍,1:48.5
ホクトタキオン,2017/09/19,浦和,晴,新星特別,11,7,7,笹川翼,ダ1500,稍,1:41.4
ホクトタキオン,2017/08/16,浦和,雨,2歳　選抜馬ア,6,6,1,笹川翼,ダ1400,不,1:32.8
ホクトタキオン,2017/07/20,浦和,晴,ドリームチャレンジ,3,3,4,笹川翼,ダ800,良,0:50.8
リキオオヒラ,2018/02/09,笠松,晴,サラ系3歳9組,3,4,8,水野翔,ダ800,良,0:52.4
リキオオヒラ,2018/01/26,笠松,晴,サラ系3歳8組,1,2,5,水野翔,ダ800,不,0:52.0
リキオオヒラ,2018/01/12,笠松,晴,サラ系3歳7組,8,7,4,藤原幹生,ダ800,良,0:51.1
リキオオヒラ,2017/12/26,笠松,晴,サラ系2歳7組,6,6,7,藤原幹生,ダ800,良,0:53.0
リキオオヒラ,2017/12/08,笠松,曇,サラ系2歳6組,1,4,8,藤原幹生,ダ800,良,0:52.3
カッチャオ,2021/04/26,水沢,晴,マグオート賞,7,4,12,岩本怜,ダ1600,良,2:02.4
カッチャオ,2020/12/17,笠松,晴,サラ系B5組,7,5,7,筒井勇介,ダ1600,不,1:44.2
カッチャオ,2020/12/01,笠松,晴,サラ系B5組,8,5,4,筒井勇介,ダ1400,良,1:29.6
カッチャオ,2020/11/04,笠松,晴,せせらぎ賞,3,3,9,筒井勇介,ダ1600,良,1:47.7
カッチャオ,2020/10/21,笠松,晴,サラ系B4組,1,4,6,筒井勇介,ダ1600,良,1:46.9
カッチャオ,2020/10/07,笠松,曇,サラ系B4組,4,8,6,筒井勇介,ダ1600,良,1:44.0
カッチャオ,2020/09/23,笠松,晴,サラ系B5組,1,6,2,水野翔,ダ1400,良,1:29.7
カッチャオ,2020/09/09,笠松,雨,潮南高原賞,2,7,8,大原浩司,ダ1400,稍,1:32.5
カッチャオ,2020/08/28,笠松,曇,日和田高原賞,4,5,1,高木健,ダ1400,良,1:31.3
カッチャオ,2020/08/14,笠松,晴,夏木立賞,5,8,8,渡辺竜也,ダ1600,良,1:49.8
カッチャオ,2020/06/17,笠松,晴,サラ系B5組,7,3,5,佐藤友則,ダ1400,良,1:30.1
カッチャオ,2020/06/03,笠松,晴,サラ系B4組,6,5,3,渡辺竜也,ダ1400,良,1:29.8
カッチャオ,2020/05/22,笠松,晴,サラ系B5・C3組,4,6,3,大原浩司,ダ1400,良,1:29.2
カッチャオ,2020/05/11,笠松,晴,サラ系B5組,1,2,5,岡部誠,ダ1600,良,1:44.7
カッチャオ,2020/04/30,笠松,晴,サラ系B6・C3組,4,6,3,大原浩司,ダ1400,良,1:29.2
カッチャオ,2020/04/17,笠松,曇,マックル賞,5,4,8,向山牧,ダ1400,良,1:31.0
カッチャオ,2020/04/06,笠松,晴,サラ系B6・C3組,3,3,3,佐藤友則,ダ1400,良,1:29.2
カッチャオ,2020/03/19,笠松,晴,?高松宮記念?熱い感,10,5,3,筒井勇介,ダ1600,良,1:42.7
カッチャオ,2020/03/06,笠松,晴,ヒヤシンス特別,9,9,9,東川公則,ダ1600,良,1:45.0
カッチャオ,2020/02/21,笠松,晴,サラ系C6組,6,8,1,東川公則,ダ1400,良,1:29.6
カッチャオ,2020/02/07,笠松,晴,サラ系C6組,7,6,4,山下雅之,ダ1400,良,1:29.4
カッチャオ,2020/01/24,笠松,晴,若菜特別,8,9,6,山下雅之,ダ1400,稍,1:29.6
カッチャオ,2020/01/09,笠松,晴,サラ系C8組,1,3,1,渡辺竜也,ダ1600,良,1:44.2
カッチャオ,2019/12/30,笠松,雨,サラ系C6組,6,7,5,筒井勇介,ダ1600,不,1:42.5
カッチャオ,2019/12/05,笠松,曇,サラ系C6組,3,8,8,山下雅之,ダ1600,稍,1:47.9
カッチャオ,2019/11/21,笠松,晴,阿木渓谷賞,2,7,4,山下雅之,ダ1600,良,1:45.4
カッチャオ,2019/11/08,笠松,晴,サラ系C6組,3,8,7,山下雅之,ダ1400,良,1:31.2
カッチャオ,2019/10/24,笠松,雨,サラ系C5組,6,5,7,水野翔,ダ1600,稍,1:46.9
カッチャオ,2019/10/11,笠松,曇,サラ系C4組,7,3,3,筒井勇介,ダ1400,良,1:30.5
カッチャオ,2019/09/27,笠松,曇,シオン賞,4,5,8,山下雅之,ダ1400,良,1:31.6
カッチャオ,2019/08/30,笠松,雨,日和田高原賞,4,5,3,山下雅之,ダ1400,不,1:30.1
カッチャオ,2019/08/15,笠松,曇,十六TT証券開業記念,2,4,8,山下雅之,ダ1600,良,1:46.1
カッチャオ,2019/07/19,笠松,曇,サラ系B5・C3組,8,5,4,高木健,ダ1400,重,1:28.7
カッチャオ,2019/07/05,笠松,曇,サラ系C3組,4,7,5,森島貴之,ダ1400,良,1:28.7
カッチャオ,2019/06/07,笠松,雨,付知峡特別,4,9,6,山下雅之,ダ1400,不,1:29.8
カッチャオ,2019/05/23,笠松,晴,小瀬賞,2,6,1,山下雅之,ダ1600,良,1:43.3
カッチャオ,2019/05/09,笠松,曇,サラ系C8組,2,3,2,山下雅之,ダ1400,良,1:30.4
カッチャオ,2019/04/25,笠松,曇,蓮華草賞,8,4,5,山下雅之,ダ1600,重,1:45.6
カッチャオ,2019/04/04,笠松,晴,サラ系C6組,8,5,5,筒井勇介,ダ1600,良,1:46.8
カッチャオ,2019/03/22,笠松,晴,スプリング賞,5,5,3,水野翔,ダ1600,良,1:46.6
カッチャオ,2019/03/08,笠松,晴,OKB大垣共立銀行創,3,5,6,水野翔,ダ1400,良,1:31.5
カッチャオ,2019/02/22,笠松,晴,サラ系C4組,5,4,5,渡辺竜也,ダ1400,良,1:32.6
カッチャオ,2019/02/08,笠松,晴,サラ系B11・C3組,2,3,6,筒井勇介,ダ1400,良,1:33.3
カッチャオ,2018/12/08,水沢,晴,B2,7,2,7,鈴木祐,ダ850,不,0:52.1
カッチャオ,2018/10/29,盛岡,曇,アキノキリンソウ賞,10,7,2,鈴木祐,ダ1200,稍,1:12.9
カッチャオ,2018/10/22,盛岡,晴,アスター賞,5,2,7,山本聡哉,ダ1200,良,1:14.9
カッチャオ,2018/10/08,盛岡,晴,楽天銀行賞,8,1,2,吉原寛人,ダ1200,良,1:14.5
カッチャオ,2018/09/24,盛岡,曇,ゼラニューム賞,6,2,1,岩本怜,ダ1200,良,1:14.2
カッチャオ,2018/09/10,水沢,雨,コスモス賞,11,1,4,岩本怜,ダ1600,不,1:44.8
カッチャオ,2018/08/19,水沢,曇,3歳B1,2,4,2,岩本怜,ダ1600,良,1:45.9
カッチャオ,2018/08/05,盛岡,小雨,3歳B1,8,8,7,岩本怜,ダ1600,不,1:42.1
カッチャオ,2018/07/21,盛岡,晴,アカンサス賞,4,10,11,岩本怜,ダ1600,良,1:43.4
カッチャオ,2018/06/24,水沢,晴,3歳B1,6,6,2,高松亮,ダ1600,良,1:47.5
カッチャオ,2018/06/10,水沢,曇,3歳B1,1,6,7,山本聡哉,ダ1600,良,1:49.9
カッチャオ,2018/05/26,盛岡,晴,キショウブ賞,6,8,7,関本淳,ダ1600,良,1:43.9
カッチャオ,2018/05/14,盛岡,曇,3歳B1,3,7,7,鈴木祐,ダ1600,良,1:45.2
カッチャオ,2018/04/15,水沢,小雨,スプリングC,3,6,9,山本聡哉,ダ1600,不,1:47.5
カッチャオ,2018/04/03,水沢,曇,ワスレナグサ賞,5,7,2,高松亮,ダ1400,良,1:33.5
カッチャオ,2018/03/07,笠松,曇,サラ系3歳1組特別,2,10,9,藤原幹生,ダ1400,良,1:32.4
カッチャオ,2018/02/21,笠松,曇,雪解け特別,2,7,6,藤原幹生,ダ1400,良,1:31.9
カッチャオ,2018/02/07,笠松,晴,サラ系3歳1組特別,1,6,7,藤原幹生,ダ1400,良,1:35.2
カッチャオ,2018/01/25,笠松,晴,サラ系3歳1組特別,5,4,7,藤原幹生,ダ1400,重,1:34.7
カッチャオ,2018/01/02,水沢,曇,金杯(G),9,6,7,山本聡哉,ダ1600,不,1:49.0
カッチャオ,2017/12/23,水沢,曇,2歳B1,4,1,4,高松亮,ダ1400,不,1:30.2
カッチャオ,2017/12/10,水沢,曇,2歳B1,3,2,3,高松亮,ダ1400,稍,1:31.8
カッチャオ,2017/11/27,水沢,晴,2歳B1,3,3,2,高松亮,ダ1400,不,1:29.3
カッチャオ,2017/11/13,水沢,晴,2歳B2,4,7,1,山本聡哉,ダ1400,良,1:32.7
カッチャオ,2017/10/28,盛岡,晴,フューチャーステップ,3,11,11,高松亮,芝1600,良,1:43.7
カッチャオ,2017/10/16,盛岡,曇,2歳B1,4,6,8,村上忍,ダ1400,良,1:30.7
カッチャオ,2017/09/24,盛岡,晴,2歳,3,6,6,高松亮,ダ1200,良,1:16.7
カッチャオ,2017/09/11,水沢,曇,2歳,3,4,1,山本聡哉,ダ1300,良,1:28.4
カッチャオ,2017/08/27,水沢,晴,2歳,4,3,5,高松亮,ダ1300,稍,1:30.8
カッチャオ,2017/08/13,盛岡,曇,2歳,7,5,4,高松亮,ダ1200,良,1:18.2
カッチャオ,2017/07/29,盛岡,曇,2歳,2,5,3,高松亮,ダ1200,不,1:16.7
カッチャオ,2017/07/16,盛岡,雨,ファーストステップ2(新馬),3,7,8,高松亮,芝1000,稍,1:04.9
スカットダムール,2017/10/03,金沢,雨,愛犬ヤマト誕生記念,1,1,3,池田敦,ダ1400,不,1:35.2
スカットダムール,2017/09/17,金沢,曇,2歳新馬,8,1,3,池田敦,ダ1400,稍,1:34.8
シンマ,2019/11/23,佐賀,晴,サンクスC,3,9,12,松井伸也,ダ1400,良,1:35.6
シンマ,2019/10/27,佐賀,晴,いわし雲賞,7,8,9,川島拓,ダ1400,稍,1:31.8
シンマ,2019/10/06,佐賀,曇,秋晴賞,2,6,5,竹吉徹,ダ1400,良,1:33.3
シンマ,2019/09/28,佐賀,晴,C1ー5組,7,10,6,竹吉徹,ダ1400,良,1:31.8
シンマ,2019/09/14,佐賀,晴,C1ー5組,4,7,6,小谷周平,ダ1400,良,1:31.7
シンマ,2019/08/14,佐賀,雨,オッズパーク杯,10,11,12,兒島真二,ダ1300,良,1:27.9
シンマ,2019/08/04,佐賀,晴,C1ー5組,4,8,9,兒島真二,ダ1400,良,1:31.6
シンマ,2019/07/07,佐賀,晴,C1ー4組,8,6,8,小松丈二,ダ1400,稍,1:31.2
シンマ,2019/06/23,佐賀,晴,C1ー4組,1,10,9,小松丈二,ダ1400,良,1:31.9
シンマ,2019/06/08,佐賀,曇,C1ー3組,12,6,9,村松翔太,ダ1400,不,1:31.5
シンマ,2019/05/25,佐賀,晴,C1ー3組,9,4,10,村松翔太,ダ1400,良,1:31.2
シンマ,2019/05/05,佐賀,晴,ホトトギス賞,1,4,1,真島正徳,ダ1400,良,1:29.8
シンマ,2019/04/27,佐賀,晴,ミモザ賞,2,3,4,村松翔太,ダ1400,良,1:31.2
シンマ,2019/04/14,佐賀,雨,花まつり特選,4,6,1,村松翔太,ダ1400,重,1:30.1
シンマ,2019/03/26,佐賀,晴,SAGAジョッキーズ,7,4,8,石川慎将,ダ1800,良,2:03.0
シンマ,2019/03/10,佐賀,雨,サンライズ特選,8,7,4,兒島真二,ダ1750,不,1:57.6
シンマ,2019/02/23,佐賀,晴,立春特選,11,3,4,小松丈二,ダ1400,重,1:31.9
シンマ,2019/02/10,佐賀,晴,C2ー8組,2,1,1,小松丈二,ダ1400,重,1:32.0
シンマ,2019/01/26,佐賀,曇,C2ー37組,2,2,2,松井伸也,ダ1400,良,1:32.5
シンマ,2019/01/14,佐賀,曇,C2ー21組,7,2,1,松井伸也,ダ1400,良,1:31.8
シンマ,2018/12/23,佐賀,雨,C2ー42組,7,2,2,松井伸也,ダ1300,重,1:24.1
シンマ,2018/12/09,佐賀,曇,C2ー22組,4,5,3,松井伸也,ダ1400,良,1:32.4
シンマ,2018/11/08,門別,曇,3歳以上C4ー4,11,7,2,松井伸也,ダ1000,稍,1:02.6
シンマ,2018/10/25,門別,晴,日高町里平大滝賞,1,7,8,松井伸也,ダ1000,重,1:02.5
シンマ,2018/10/11,門別,雨,3歳以上C4ー4,7,4,6,宮崎光行,ダ1000,稍,1:02.9
シンマ,2018/10/02,門別,晴,3歳以上C4ー3,2,5,12,井上俊彦,ダ1200,重,1:19.8
シンマ,2018/08/21,門別,雨,3歳以上C4ー5,7,1,1,落合玄太,ダ1000,稍,1:02.5
シンマ,2018/07/24,門別,晴,3歳以上C4ー6,3,2,2,井上俊彦,ダ1000,良,1:02.7
シンマ,2018/06/26,大井,晴,フォーチュネイトあじ,11,4,15,矢野貴之,ダ1800,稍,2:00.0
シンマ,2018/05/20,2東京10,晴,3歳未勝利,5,10,15,武藤雅,ダ1600,良,1:43.6
馬名,日付,開催,天気,レース名,馬番,人気,着順,騎手,距離,状態,タイム
ディープボンド,2021/05/02,2阪神12,晴,天皇賞(春)(G1),12,1,2,和田竜二,芝3200,良,0.1
ディープボンド,2021/03/21,1阪神12,曇,阪神大賞典(G2),6,3,1,和田竜二,芝3000,重,3:07.3
ディープボンド,2020/10/25,4京都6,晴,菊花賞(G1),8,7,4,和田竜二,芝3000,良,3:06.2
ディープボンド,2020/05/31,2東京12,曇,東京優駿(G1),13,8,5,和田竜二,芝2400,良,2:25.0
ディープボンド,2020/05/09,3京都5,曇,京都新聞杯(G2),6,4,1,和田竜二,芝2200,良,2:11.7
ディープボンド,2020/04/04,2阪神3,晴,アザレア賞(1勝クラス),3,4,2,和田竜二,芝2400,良,2:27.5
ディープボンド,2020/01/05,1京都1,曇,福寿草特別(1勝クラス),6,4,6,和田竜二,芝2000,良,2:04.9
ディープボンド,2019/11/03,5京都2,曇,2歳未勝利,9,2,1,和田竜二,芝2000,良,2:01.1
ディープボンド,2019/10/13,4京都4,晴,2歳新馬,14,4,3,和田竜二,芝2000,重,2:03.5
セツメンノトビウオ,2021/04/11,1新潟2,晴,石打特別(1勝クラス),7,10,10,小沢大仁,芝2000,良,2:02.9
セツメンノトビウオ,2021/02/13,1阪神1,晴,4歳以上1勝クラス,7,4,4,川須栄彦,ダ1800,良,1:54.7
セツメンノトビウオ,2021/01/30,1小倉5,晴,脊振山特別(1勝クラス),15,5,7,川須栄彦,芝1800,良,1:49.6
セツメンノトビウオ,2020/11/28,5東京8,晴,3歳以上1勝クラス,8,6,7,石橋脩,芝2400,良,2:28.7
セツメンノトビウオ,2020/11/14,3福島5,晴,3歳以上1勝クラス,13,9,3,荻野極,芝2000,良,2:01.1
セツメンノトビウオ,2020/08/30,2小倉6,晴,英彦山特別(1勝クラス),6,3,7,和田竜二,芝2000,良,2:01.3
セツメンノトビウオ,2020/08/16,2小倉2,晴,3歳以上1勝クラス,3,10,2,国分恭介,芝2000,良,1:59.3
セツメンノトビウオ,2020/06/07,3阪神2,晴,3歳以上1勝クラス,2,5,6,蛯名正義,芝2000,良,2:01.5
セツメンノトビウオ,2020/05/23,3京都9,晴,メルボルンT(1勝クラス),8,11,11,古川吉洋,芝2400,良,2:27.6
セツメンノトビウオ,2019/10/26,4京都8,晴,萩S(L),5,6,6,幸英明,芝1800,稍,1:51.5
セツメンノトビウオ,2019/08/25,2新潟10,曇,新潟2歳S(G3),4,14,14,北村宏司,芝1600,良,1:37.4
セツメンノトビウオ,2019/06/16,3東京6,晴,2歳新馬,8,7,4,幸英明,芝1600,重,1:37.2
ブラヴール,2021/04/13,大井,曇,ブリリアントカップ競(G),1,10,5,笹川翼,ダ1800,良,1:53.1
ブラヴール,2021/03/16,船橋,晴,柏の葉OP(OP),9,5,8,本橋孝太,ダ1600,良,1:42.2
ブラヴール,2021/02/11,船橋,晴,報知グランプリC(G),7,8,8,本橋孝太,ダ1800,良,1:55.4
